"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Flag","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 00:00","2025","01","01","00:00","","0.1","","-0.2","","98","","0.6","","34","","10","","","","97.18","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 01:00","2025","01","01","01:00","","0.1","","-0.2","","98","","0.5","","33","","11","","","","97.16","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 02:00","2025","01","01","02:00","","0.1","","-0.2","","98","","0.2","","34","","13","","","","97.18","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 03:00","2025","01","01","03:00","","0.1","","-0.2","","98","","0.1","","34","","13","","","","97.23","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 04:00","2025","01","01","04:00","","0.1","","-0.2","","98","","0.2","","34","","13","","","","97.25","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 05:00","2025","01","01","05:00","","0.2","","-0.1","","98","","0.3","","34","","15","","","","97.25","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 06:00","2025","01","01","06:00","","0.2","","-0.1","","98","","2.5","","33","","15","","","","97.29","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 07:00","2025","01","01","07:00","","0.3","","0.0","","98","","0.1","","33","","18","","","","97.35","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 08:00","2025","01","01","08:00","","0.2","","-0.1","","98","","0.3","","33","","18","","","","97.41","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 09:00","2025","01","01","09:00","","0.4","","0.0","","97","","0.2","","33","","19","","","","97.49","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 10:00","2025","01","01","10:00","","0.4","","-0.1","","96","","0.1","","33","","17","","","","97.56","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 11:00","2025","01","01","11:00","","0.2","","-0.3","","96","","0.0","","31","","17","","","","97.64","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 12:00","2025","01","01","12:00","","0.0","","-0.6","","96","","0.5","","32","","15","","","","97.63","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 13:00","2025","01","01","13:00","","0.1","","-1.0","","92","","0.3","","31","","19","","","","97.65","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 14:00","2025","01","01","14:00","","-0.2","","-1.6","","90","","0.0","","30","","17","","","","97.68","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 15:00","2025","01","01","15:00","","0.3","","-2.2","","84","","0.0","","31","","16","","","","97.71","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 16:00","2025","01","01","16:00","","0.0","","-2.8","","81","","0.0","","29","","12","","","","97.78","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 17:00","2025","01","01","17:00","","0.0","","-2.9","","81","","0.0","","29","","12","","","","97.83","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 18:00","2025","01","01","18:00","","0.2","","-2.3","","83","","0.0","","29","","13","","","","97.86","","","","","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 19:00","2025","01","01","19:00","","0.0","","-3.1","","80","","0.0","","29","","13","","","","97.91","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 20:00","2025","01","01","20:00","","-0.4","","-3.3","","80","","0.0","","30","","11","","","","97.94","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 21:00","2025","01","01","21:00","","-0.6","","-4.5","","75","","0.0","","29","","11","","","","97.94","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 22:00","2025","01","01","22:00","","-0.5","","-3.7","","79","","0.0","","27","","11","","","","97.96","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-01 23:00","2025","01","01","23:00","","-0.2","","-3.4","","79","","0.0","","29","","11","","","","97.96","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 00:00","2025","01","02","00:00","","-0.8","","-3.9","","80","","0.0","","28","","10","","","","97.96","","","","-4","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 01:00","2025","01","02","01:00","","-1.0","","-3.9","","81","","0.0","","28","","10","","","","97.98","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 02:00","2025","01","02","02:00","","-1.5","","-4.2","","82","","0.0","","28","","10","","","","98.02","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 03:00","2025","01","02","03:00","","-1.2","","-3.8","","83","","0.0","","29","","10","","","","98.09","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 04:00","2025","01","02","04:00","","-0.8","","-3.8","","80","","0.0","","29","","11","","","","98.12","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 05:00","2025","01","02","05:00","","-1.0","","-3.4","","84","","0.0","","29","","12","","","","98.13","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 06:00","2025","01","02","06:00","","-1.1","","-3.5","","84","","0.0","","28","","10","","","","98.16","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 07:00","2025","01","02","07:00","","-1.2","","-4.1","","81","","0.0","","28","","12","","","","98.22","","","","-5","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 08:00","2025","01","02","08:00","","-2.1","","-3.3","","91","","0.2","","29","","17","","","","98.28","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 09:00","2025","01","02","09:00","","-1.7","","-5.3","","77","","0.0","","29","","15","","","","98.33","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 10:00","2025","01","02","10:00","","-1.2","","-6.4","","68","","0.0","","28","","17","","","","98.39","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 11:00","2025","01","02","11:00","","-0.6","","-6.3","","65","","0.0","","29","","23","","","","98.37","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 12:00","2025","01","02","12:00","","-0.6","","-6.3","","65","","0.0","","28","","23","","","","98.32","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 13:00","2025","01","02","13:00","","-0.7","","-6.3","","66","","0.0","","28","","21","","","","98.27","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 14:00","2025","01","02","14:00","","-0.7","","-6.1","","67","","0.0","","27","","21","","","","98.24","","","","-6","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 15:00","2025","01","02","15:00","","-0.9","","-5.8","","69","","0.0","","27","","23","","","","98.28","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 16:00","2025","01","02","16:00","","-1.5","","-5.5","","74","","0.0","","26","","18","","","","98.31","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 17:00","2025","01","02","17:00","","-1.9","","-6.4","","71","","0.0","","26","","19","","","","98.37","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 18:00","2025","01","02","18:00","","-2.5","","-7.1","","71","","0.0","","28","","14","","","","98.43","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 19:00","2025","01","02","19:00","","-2.9","","-7.0","","73","","0.0","","27","","16","","","","98.45","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 20:00","2025","01","02","20:00","","-3.0","","-6.4","","77","","0.0","","27","","13","","","","98.44","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 21:00","2025","01","02","21:00","","-2.5","","-6.1","","77","","0.0","","27","","16","","","","98.41","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 22:00","2025","01","02","22:00","","-2.7","","-6.5","","75","","0.0","","26","","14","","","","98.35","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-02 23:00","2025","01","02","23:00","","-3.1","","-6.6","","77","","0.0","","26","","15","","","","98.34","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 00:00","2025","01","03","00:00","","-3.4","","-7.0","","76","","0.0","","27","","16","","","","98.34","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 01:00","2025","01","03","01:00","","-3.9","","-7.3","","77","","0.0","","27","","12","","","","98.32","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 02:00","2025","01","03","02:00","","-3.5","","-7.0","","77","","0.0","","26","","15","","","","98.31","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 03:00","2025","01","03","03:00","","-4.1","","-7.4","","77","","0.0","","26","","14","","","","98.29","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 04:00","2025","01","03","04:00","","-4.4","","-7.6","","79","","0.0","","26","","11","","","","98.25","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 05:00","2025","01","03","05:00","","-4.2","","-7.4","","78","","0.0","","26","","10","","","","98.19","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 06:00","2025","01","03","06:00","","-4.1","","-7.3","","78","","0.0","","26","","12","","","","98.14","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 07:00","2025","01","03","07:00","","-4.2","","-7.5","","77","","0.0","","27","","12","","","","98.09","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 08:00","2025","01","03","08:00","","-4.6","","-7.7","","79","","0.0","","28","","8","","","","98.03","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 09:00","2025","01","03","09:00","","-3.7","","-7.6","","74","","0.0","","28","","10","","","","98.02","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 10:00","2025","01","03","10:00","","-3.4","","-7.3","","74","","0.0","","28","","16","","","","98.00","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 11:00","2025","01","03","11:00","","-3.4","","-6.2","","81","","0.0","","31","","8","","","","97.96","","","","-7","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 12:00","2025","01","03","12:00","","-4.1","","-5.9","","88","","0.8","","33","","13","","","","97.93","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 13:00","2025","01","03","13:00","","-3.9","","-11.1","","57","","0.0","","32","","21","","","","97.87","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 14:00","2025","01","03","14:00","","-4.3","","-11.9","","55","","0.0","","31","","18","","","","97.89","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 15:00","2025","01","03","15:00","","-4.4","","-12.6","","53","","0.0","","30","","20","","","","97.94","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 16:00","2025","01","03","16:00","","-4.6","","-11.5","","59","","0.0","","31","","14","","","","97.93","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 17:00","2025","01","03","17:00","","-5.2","","-10.6","","66","","0.0","","30","","21","","","","97.98","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 18:00","2025","01","03","18:00","","-6.2","","-11.0","","68","","0.0","","30","","21","","","","98.06","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 19:00","2025","01","03","19:00","","-6.7","","-10.5","","74","","0.0","","31","","20","","","","98.09","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 20:00","2025","01","03","20:00","","-6.2","","-10.3","","73","","0.0","","30","","19","","","","98.07","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 21:00","2025","01","03","21:00","","-5.8","","-11.7","","63","","0.0","","31","","21","","","","98.05","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 22:00","2025","01","03","22:00","","-6.0","","-10.5","","71","","0.0","","30","","20","","","","98.07","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-03 23:00","2025","01","03","23:00","","-6.0","","-11.5","","65","","0.0","","30","","24","","","","98.09","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 00:00","2025","01","04","00:00","","-6.4","","-12.7","","61","","0.0","","30","","21","","","","98.08","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 01:00","2025","01","04","01:00","","-7.3","","-11.9","","70","","0.0","","31","","17","","","","98.06","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 02:00","2025","01","04","02:00","","-7.4","","-12.4","","68","","0.0","","31","","25","","","","98.10","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 03:00","2025","01","04","03:00","","-8.1","","-13.1","","67","","0.0","","30","","21","","","","98.17","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 04:00","2025","01","04","04:00","","-8.4","","-13.6","","66","","0.0","","30","","23","","","","98.18","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 05:00","2025","01","04","05:00","","-8.5","","-12.4","","73","","0.0","","28","","15","","","","98.15","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 06:00","2025","01","04","06:00","","-9.4","","-12.8","","76","","0.0","","26","","12","","","","98.17","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 07:00","2025","01","04","07:00","","-9.8","","-12.7","","79","","0.0","","25","","10","","","","98.15","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 08:00","2025","01","04","08:00","","-8.3","","-11.7","","76","","0.0","","26","","12","","","","98.13","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 09:00","2025","01","04","09:00","","-6.6","","-10.3","","75","","0.0","","26","","16","","","","98.11","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 10:00","2025","01","04","10:00","","-5.4","","-9.5","","73","","0.0","","27","","13","","","","98.10","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 11:00","2025","01","04","11:00","","-3.9","","-9.2","","66","","0.0","","29","","16","","","","98.10","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 12:00","2025","01","04","12:00","","-4.2","","-8.5","","72","","0.0","","29","","15","","","","98.07","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 13:00","2025","01","04","13:00","","-4.7","","-6.2","","89","","0.1","","27","","10","","","","98.05","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 14:00","2025","01","04","14:00","","-4.6","","-5.9","","90","","0.5","","29","","13","","","","98.06","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 15:00","2025","01","04","15:00","","-4.5","","-6.1","","89","","0.3","","28","","16","","","","98.10","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 16:00","2025","01","04","16:00","","-4.7","","-6.6","","86","","0.2","","27","","19","","","","98.15","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 17:00","2025","01","04","17:00","","-5.1","","-7.7","","82","","0.0","","28","","18","","","","98.18","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 18:00","2025","01","04","18:00","","-5.4","","-8.9","","76","","0.0","","28","","20","","","","98.22","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 19:00","2025","01","04","19:00","","-5.0","","-9.5","","70","","0.0","","27","","25","","","","98.23","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 20:00","2025","01","04","20:00","","-5.0","","-9.5","","71","","0.0","","28","","19","","","","98.25","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 21:00","2025","01","04","21:00","","-5.3","","-9.3","","74","","0.0","","28","","17","","","","98.29","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 22:00","2025","01","04","22:00","","-5.5","","-9.0","","77","","0.0","","27","","17","","","","98.28","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-04 23:00","2025","01","04","23:00","","-5.5","","-9.8","","72","","0.0","","26","","21","","","","98.26","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 00:00","2025","01","05","00:00","","-5.6","","-10.1","","71","","0.0","","27","","20","","","","98.28","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 01:00","2025","01","05","01:00","","-5.6","","-10.4","","69","","0.0","","27","","22","","","","98.28","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 02:00","2025","01","05","02:00","","-5.7","","-10.4","","69","","0.0","","27","","18","","","","98.28","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 03:00","2025","01","05","03:00","","-6.1","","-10.2","","73","","0.0","","26","","18","","","","98.31","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 04:00","2025","01","05","04:00","","-6.1","","-10.3","","72","","0.0","","27","","20","","","","98.31","","","","-13","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 05:00","2025","01","05","05:00","","-6.1","","-10.2","","73","","0.0","","26","","16","","","","98.34","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 06:00","2025","01","05","06:00","","-6.1","","-9.8","","75","","0.0","","26","","14","","","","98.37","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 07:00","2025","01","05","07:00","","-5.5","","-9.2","","75","","0.0","","27","","14","","","","98.42","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 08:00","2025","01","05","08:00","","-5.5","","-8.5","","79","","0.0","","26","","14","","","","98.42","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 09:00","2025","01","05","09:00","","-4.8","","-8.3","","76","","0.0","","25","","13","","","","98.46","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 10:00","2025","01","05","10:00","","-3.8","","-7.4","","76","","0.0","","29","","15","","","","98.53","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 11:00","2025","01","05","11:00","","-4.5","","-7.5","","80","","0.0","","30","","9","","","","98.61","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 12:00","2025","01","05","12:00","","-6.0","","-8.3","","83","","0.0","","35","","9","","","","98.64","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 13:00","2025","01","05","13:00","","-6.3","","-8.9","","82","","0.0","","35","","12","","","","98.62","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 14:00","2025","01","05","14:00","","-4.3","","-8.3","","74","","0.0","","30","","15","","","","98.61","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 15:00","2025","01","05","15:00","","-6.0","","-8.9","","80","","0.0","","35","","8","","","","98.70","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 16:00","2025","01","05","16:00","","-5.4","","-8.3","","80","","0.0","","33","","9","","","","98.70","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 17:00","2025","01","05","17:00","","-4.9","","-7.8","","80","","0.0","","30","","8","","","","98.75","","","","-8","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 18:00","2025","01","05","18:00","","-5.1","","-7.4","","84","","0.0","","28","","9","","","","98.81","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 19:00","2025","01","05","19:00","","-5.0","","-7.3","","83","","0.0","","27","","8","","","","98.80","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 20:00","2025","01","05","20:00","","-5.0","","-7.3","","83","","0.0","","32","","9","","","","98.75","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 21:00","2025","01","05","21:00","","-4.9","","-7.0","","85","","0.0","","34","","11","","","","98.72","","","","-9","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 22:00","2025","01","05","22:00","","-6.3","","-7.6","","91","","0.0","","2","","8","","","","98.77","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-05 23:00","2025","01","05","23:00","","-6.7","","-7.8","","91","","0.0","","4","","6","","","","98.78","","","","-10","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 00:00","2025","01","06","00:00","","-7.8","","-9.1","","90","","0.0","","5","","6","","","","98.76","","","","-11","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 01:00","2025","01","06","01:00","","-8.3","","-9.9","","88","","0.0","","6","","6","","","","98.80","","","","-12","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 02:00","2025","01","06","02:00","","-9.2","","-10.6","","89","","0.0","","5","","9","","","","98.77","","","","-14","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 03:00","2025","01","06","03:00","","-10.3","","-12.7","","82","","0.1","","5","","12","","","","98.76","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 04:00","2025","01","06","04:00","","-10.7","","-13.0","","83","","0.0","","3","","8","","","","98.73","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 05:00","2025","01","06","05:00","","-11.1","","-13.3","","84","","0.0","","35","","6","","","","98.70","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 06:00","2025","01","06","06:00","","-11.4","","-13.4","","85","","0.0","","35","","9","","","","98.71","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 07:00","2025","01","06","07:00","","-11.7","","-13.5","","86","","0.0","","35","","9","","","","98.68","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 08:00","2025","01","06","08:00","","-11.7","","-13.8","","84","","0.0","","35","","6","","","","98.69","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 09:00","2025","01","06","09:00","","-11.5","","-14.1","","81","","0.0","","36","","7","","","","98.71","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 10:00","2025","01","06","10:00","","-11.7","","-14.6","","79","","0.0","","36","","10","","","","98.73","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 11:00","2025","01","06","11:00","","-11.4","","-15.1","","74","","0.0","","2","","11","","","","98.71","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 12:00","2025","01","06","12:00","","-11.0","","-15.0","","72","","0.0","","36","","12","","","","98.63","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 13:00","2025","01","06","13:00","","-10.9","","-16.4","","64","","0.0","","36","","15","","","","98.54","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 14:00","2025","01","06","14:00","","-10.5","","-16.8","","59","","0.0","","35","","16","","","","98.49","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 15:00","2025","01","06","15:00","","-10.7","","-16.7","","61","","0.0","","34","","19","","","","98.47","","","","-19","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 16:00","2025","01","06","16:00","","-10.4","","-16.2","","62","","0.0","","34","","16","","","","98.50","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 17:00","2025","01","06","17:00","","-11.0","","-15.7","","68","","0.0","","35","","14","","","","98.55","","","","-18","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 18:00","2025","01","06","18:00","","-11.2","","-15.4","","71","","0.0","","34","","12","","","","98.58","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 19:00","2025","01","06","19:00","","-10.7","","-14.9","","71","","0.0","","34","","14","","","","98.62","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 20:00","2025","01","06","20:00","","-10.2","","-14.3","","72","","0.0","","35","","14","","","","98.64","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 21:00","2025","01","06","21:00","","-9.6","","-13.9","","71","","0.0","","36","","16","","","","98.64","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 22:00","2025","01","06","22:00","","-9.4","","-13.4","","72","","0.0","","35","","14","","","","98.64","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-06 23:00","2025","01","06","23:00","","-9.3","","-13.7","","70","","0.0","","35","","18","","","","98.64","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 00:00","2025","01","07","00:00","","-9.4","","-13.0","","75","","0.0","","34","","12","","","","98.64","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 01:00","2025","01","07","01:00","","-9.2","","-12.2","","79","","0.0","","35","","12","","","","98.62","","","","-15","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 02:00","2025","01","07","02:00","","-8.8","","-11.7","","79","","0.0","","35","","20","","","","98.64","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 03:00","2025","01","07","03:00","","-9.5","","-12.0","","82","","0.0","","35","","14","","","","98.69","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 04:00","2025","01","07","04:00","","-9.7","","-11.6","","86","","0.0","","34","","13","","","","98.70","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 05:00","2025","01","07","05:00","","-9.9","","-12.1","","84","","0.0","","34","","14","","","","98.73","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 06:00","2025","01","07","06:00","","-9.9","","-11.8","","86","","0.1","","34","","17","","","","98.79","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 07:00","2025","01","07","07:00","","-10.4","","-12.5","","84","","0.0","","35","","12","","","","98.84","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 08:00","2025","01","07","08:00","","-10.3","","-12.4","","85","","0.0","","35","","12","","","","98.85","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 09:00","2025","01","07","09:00","","-9.8","","-12.5","","81","","0.0","","34","","16","","","","98.92","","","","-17","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 10:00","2025","01","07","10:00","","-9.2","","-13.1","","73","","0.0","","34","","14","","","","98.97","","","","-16","","NA"
"-79.78","44.23","EGBERT CS","611E001","2025-01-07 11:00","2025","01","07","11:00","","-8.8","","-13.1","","71","","0.0","","35","","19","","","","98.96","","","","-16","","NA"
