HOUSEID,PT,FSA,EVALTYPE,ENTRYDATE,AuditYear,TYPEOFHOUSE,FLOORAREA,STOREYS,YEARBUILT,FNDTYPE,NUMDWELLINGUNITS,AIR50P,EGHDESHTLOSS,PeakLoad_kW,EGHFURNACEAEC,HeatEnergy_kWh,EGHFCONTOTAL,TotalEnergy_kWh,HeatElectricity_kWh,HeatNaturalGas_kWh,HeatOil_kWh,HeatPropane_kWh,HeatWood_kWh,AHRI,HPSOURCE,HPEquipType,HPCAP,CCASHP,CCASHPCAP,COP,CCASHPCOP,CCASHPHSPF2,CCASHPSEER2,CCASHPCAPACITYMAINTENANCE,ASHPHSPF2,ASHPSEER2,HPESTAR,AIRCONDTYPE,AIRCOP,FURNACETYPE,FURNACEFUEL,SUPPHTGTYPE1,SUPPHTGFUEL1,Cert_Resolved,Cert_Brand,Cert_Model,Cert_IndoorModel,Cert_Cap47_btuh,Cert_Cap17_btuh,Cert_Cap5_btuh,Cert_COP5,Cert_HSPF2,Cert_SEER2,Cert_ColdClimate,Cert_Cap47_kW,Cert_Cap5_kW,SizingRatio_47F,SizingRatio_5F
5479607,SK,S7W,P,2024-02-01,2024,"Row house, middle unit",206.7,Two storeys,2024,B1,1,1.5,6106.0,6.106,9346.5,2596.3,63965.0,17768.2,2596.1,1612.8,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.094
5479609,SK,S7W,N,2024-09-01,2024,"Row house, middle unit",208.5,Two storeys,2024,B1,1,1.0147,5257.1,5.257,7684.7,2134.7,61451.2,17069.9,2134.7,1312.8,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.271
5479609,SK,S7W,P,2024-02-01,2024,"Row house, middle unit",208.5,Two storeys,2024,B1,1,1.5,5999.8,6.0,8988.4,2496.8,63454.1,17626.3,2496.7,1567.5,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.114
5479611,SK,S7W,N,2024-09-01,2024,"Row house, middle unit",207.3,Two storeys,2024,B1,1,1.0674,5299.1,5.299,7644.3,2123.4,61423.7,17062.3,2123.4,1326.7,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.261
5479611,SK,S7W,P,2024-02-01,2024,"Row house, middle unit",207.3,Two storeys,2024,B1,1,1.5,5845.8,5.846,8586.5,2385.2,62920.0,17477.9,2385.0,1508.6,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.143
5482998,SK,S7W,N,2024-09-01,2024,"Row house, end unit",206.0,Two storeys,2024,B1,1,1.2808,7460.7,7.461,11614.2,3226.2,69766.0,19379.6,3226.1,2432.5,0.0,0.0,0.0,211244180,Air,Central split system,7000.0,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,0.896
5482998,SK,S7W,P,2024-02-01,2024,"Row house, end unit",206.0,Two storeys,2024,B1,1,1.5,7804.5,7.804,11997.2,3332.6,70957.7,19710.6,3332.5,2673.1,0.0,0.0,0.0,211244180,Air,Central split system,7000.0,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,0.856
5460655,SK,S7V,N,2024-11-01,2024,Single Detached,360.5,Two storeys,2024,B1;B2,1,0.39,9171.3,9.171,24388.4,6774.6,78077.0,21688.2,6774.5,3023.6,0.0,0.0,0.0,212437270,Air,,11052.3,T,6.92,3.22,1.81,,,70.0,,,,Central split system,3.07,Condensing furnace,Natural Gas,,,Yes,BOSCH,BOVA-24HDN1-M15G,BCA-24WN1-M16,23600,20200,16700,1.81,8.5,16.1,Yes,6.916,4.894,0.754,0.534
5460655,SK,S7V,P,2024-04-01,2024,Single Detached,360.5,Two storeys,2024,B1;B2,1,0.85,10043.6,10.044,25755.6,7154.4,81434.4,22620.8,7154.5,3602.3,0.0,0.0,0.0,212437270,Air,,11052.3,T,6.92,3.22,1.81,,,70.0,,,,Central split system,3.07,Condensing furnace,Natural Gas,,,Yes,BOSCH,BOVA-24HDN1-M15G,BCA-24WN1-M16,23600,20200,16700,1.81,8.5,16.1,Yes,6.916,4.894,0.689,0.487
1204229,SK,S4T,E,2024-11-01,2024,Single Detached,132.4,One and a half,1913,B1;C1;C2;F1;F2,1,10.4063,15927.3,15.927,22301.2,6194.8,118760.0,32989.2,6194.8,11735.1,0.0,0.0,0.0,213194576,Air,,10990.2,F,0.0,3.393,0.0,,,0.0,,,,Central split system,3.268,Condensing furnace,Natural Gas,,,Yes,LENNOX,EL17XP1-030-230A**,C35-36B+TDR+TXV,28000,18400,14500,2.28,8.1,16,No,8.206,4.25,0.515,0.267
5098839,SK,S0G,E,2024-10-01,2024,Single Detached,300.9,One storey,1950,B1,1,5.5855,28761.8,28.762,38019.6,10561.1,193272.3,53687.2,10561.2,26772.2,0.0,0.0,0.0,210450238,Air,,11496.0,T,11.43,3.23,1.8,,,90.0,,,ESTAR,Central split system,2.95,Condensing furnace,Natural Gas,Wood fireplace,Mixed Wood,Yes,CARRIER,38MURAQ36AB3*,CAP**3617AL*,39000,29600,35200,1.80,8.5,15.5,No,11.43,10.316,0.397,0.359
5109651,SK,S0G,E,2024-11-01,2024,Single Detached,201.0,One storey,2008,B1,1,3.6004,12517.8,12.518,17098.7,4749.7,88684.0,24634.6,4749.8,7107.0,0.0,0.0,0.0,212406525,Air,,7650.3,T,6.56,3.67,2.1,,,107.0,,,,Central split system,3.41,Condensing furnace,Natural Gas,,,Yes,TRANE,4TXD2036A10NU**,"H,TG34930+TD",24000,15800,21200,1.80,8.5,15.2,No,7.034,6.213,0.562,0.496
5293912,SK,S7K,E,2024-12-01,2024,Single Detached,291.2,Two storeys,2006,B1,1,1.1512,11249.6,11.25,24721.2,6867.1,93480.0,25966.9,6867.0,3719.2,0.0,0.0,0.0,209447986,Air,,19150.4,T,14.65,3.9,2.68,,,58.0,,,,Central split system,2.78,Condensing furnace,Natural Gas,Fireplace with spark ignit. (sealed),Natural Gas,Yes,Mitsubishi Electric,PUZ-A42NKA7***,PAA-A42BA1,50000,32800,27000,2.29,9.3,14.4,No,14.654,7.913,1.303,0.703
5299016,SK,S7K,E,2024-11-01,2024,Single Detached,194.4,One storey,1973,B1,1,5.4243,13232.5,13.232,27160.7,7544.7,97920.8,27200.4,7544.8,5257.3,0.0,0.0,0.0,212361759,Air,,13141.9,T,7.33,3.35,1.95,,,80.0,,,ESTAR,Central split system,3.2,Condensing furnace,Natural Gas,Wood fireplace insert,Mixed Wood,Yes,MOOVAIR,DMA24HOS20230E7,CUB24HAC20BWT7A,25000,21000,20000,1.95,9.5,16.5,Yes,7.327,5.861,0.554,0.443
5391757,SK,S7M,E,2024-11-01,2024,Single Detached,212.6,One storey,1977,B1,1,3.2028,10968.3,10.968,27771.5,7714.4,81677.2,22688.3,7714.5,3080.9,0.0,0.0,0.0,212361759,Air,,13141.9,T,7.33,3.35,1.95,,,80.0,,,,Central split system,3.2,Condensing furnace,Natural Gas,Wood fireplace,Mixed Wood,Yes,MOOVAIR,DMA24HOS20230E7,CUB24HAC20BWT7A,25000,21000,20000,1.95,9.5,16.5,Yes,7.327,5.861,0.668,0.534
5460325,SK,S7L,E,2024-11-01,2024,Single Detached,145.4,One storey,1975,B1,1,2.2353,7465.6,7.466,14874.4,4131.8,76662.6,21295.3,4131.7,1705.0,0.0,0.0,0.0,213487207,Air,,13300.1,T,7.33,3.38,2.0,,,80.0,,,,Central split system,2.93,Condensing furnace,Natural Gas,,,Yes,,,,,,,,,,,,,,
5475499,SK,S7W,N,2024-11-01,2024,"Row house, end unit",206.0,Two storeys,2024,B1,1,1.5481,8039.0,8.039,13317.1,3699.2,73169.2,20324.9,3699.2,3117.0,0.0,0.0,0.0,211244180,Air,Central split system,7000.0,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,0.831
5475499,SK,S7W,P,2024-02-01,2024,"Row house, end unit",206.0,Two storeys,2024,B1,1,1.5,7816.2,7.816,13020.5,3616.8,72220.5,20061.4,3616.7,2924.7,0.0,0.0,0.0,211244180,Air,Central split system,7000.0,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,0.855
5475524,SK,S7W,N,2024-11-01,2024,"Row house, middle unit",207.3,Two storeys,2024,B1,1,1.1235,5537.5,5.538,9512.4,2642.4,63069.8,17519.5,2642.2,1493.1,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.207
5475524,SK,S7W,P,2024-02-01,2024,"Row house, middle unit",207.3,Two storeys,2024,B1,1,1.5,5966.8,5.967,10193.4,2831.5,64304.4,17862.5,2831.4,1658.1,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.12
5475712,SK,S7W,N,2024-11-01,2024,"Row house, middle unit",208.5,Two storeys,2024,B1,1,1.0227,5495.5,5.496,9470.4,2630.7,63050.7,17514.2,2630.6,1478.1,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.216
5475712,SK,S7W,P,2024-02-01,2024,"Row house, middle unit",208.5,Two storeys,2024,B1,1,1.5,6026.5,6.026,10298.0,2860.6,64556.2,17932.4,2860.6,1681.1,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.109
5475727,SK,S7W,N,2024-11-01,2024,"Row house, middle unit",206.7,Two storeys,2021,B1,1,1.2699,5947.9,5.948,10410.9,2891.9,64587.7,17941.2,2892.0,1658.3,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.123
5475727,SK,S7W,P,2024-02-01,2024,"Row house, middle unit",206.7,Two storeys,2024,B1,1,1.5,6113.8,6.114,10596.6,2943.5,64993.3,18053.8,2943.6,1722.2,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,1.093
5475736,SK,S7W,N,2024-11-01,2024,"Row house, end unit",204.6,Two storeys,2024,B1,1,1.2587,7774.0,7.774,14689.3,4080.4,72991.4,20275.6,4080.3,2809.7,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,0.86
5475736,SK,S7W,P,2024-02-01,2024,"Row house, end unit",204.6,Two storeys,2024,B1,1,1.5,7891.1,7.891,14721.1,4089.2,73254.6,20348.7,4089.2,2872.8,0.0,0.0,0.0,211244180,Air,Central split system,8032.5,T,7.97,3.56,1.86,0.0,0.0,83.0,0.0,0.0,,Central split system,3.21,Condensing furnace,Natural Gas,Other (describe),Electricity,Yes,PAYNE HEATING AND COOLING,38MURAQ24AB3*,CNPV*2417AL*,,19700,22800,1.86,8.5,15.5,No,,6.682,,0.847
1940217,SK,S9H,E,2025-03-01,2025,Single Detached,160.7,One storey,1985,B1,1,4.4662,7744.0,7.744,12096.0,3360.0,65250.5,18125.3,3360.0,1779.7,0.0,0.0,0.0,212976727,Air,,7000.0,T,10.02,3.43,1.6,,,90.0,,,,Central split system,2.88,Condensing furnace,Natural Gas,,,Yes,CARRIER,38MURAQ30AB3*,CAP**4221AL*,34200,23600,27600,1.80,8.5,15.2,No,10.023,8.089,1.294,1.045
5021606,SK,S7L,E,2025-02-01,2025,Single Detached,201.1,One and a half,1954,B1;C1;C2;F1;F2,1,13.8552,34817.8,34.818,51560.6,14322.5,229448.8,63736.3,14322.6,33994.4,0.0,0.0,0.0,209832206,Air,,12758.3,T,4.69,3.36,2.08,,,121.0,,,,Mini-split ductless,2.77,Condensing furnace,Natural Gas,,,Yes,Mitsubishi Electric,MUZ-FS15NAH***,MSZ-FS15NA***,16000,10000,19400,2.00,9.9,22.3,Yes,4.689,5.686,0.135,0.163
5069948,SK,S0E,E,2025-05-01,2025,Single Detached,203.9,One and a half,1948,B1;B2;C1;F1,1,4.0602,14716.1,14.716,26001.0,7222.6,98835.8,27454.6,7222.6,0.0,0.0,7430.9,0.0,212633393,Air,,10145.0,T,9.5,3.04,1.8,,,74.0,,,,Central split system,2.79,Condensing furnace,Propane,Advanced airtight wood stove,Mixed Wood,Yes,,,,,,,,,,,,,,
5069994,SK,S7L,E,2025-03-01,2025,Single Detached,162.5,One storey,1976,B1;B2,1,3.141,8713.9,8.714,20741.4,5761.5,85901.0,23861.6,5761.4,2669.7,0.0,0.0,0.0,208130403,Air,,15715.6,T,7.03,3.23,1.91,,,100.0,,,,Central split system,3.23,Induced draft fan furnace,Natural Gas,,,Yes,ECO-AIR,MOD30-24HFN1-MW,MVC-24HWFN1-M,24000,19200,22600,1.91,10,17.4,Yes,7.034,6.623,0.807,0.76
5140352,SK,S4T,E,2025-01-01,2025,Single Detached,307.5,One storey,1979,B1;P1,1,2.2176,19624.1,19.624,25425.4,7062.7,131760.1,36600.3,7062.6,14531.8,0.0,0.0,0.0,207098556,Air,,8715.9,T,7.56,3.55,2.0,,,70.0,,,,Central split system,3.36,Condensing furnace,Natural Gas,Same as Type 1 heating system,Natural Gas,Yes,CARRIER,38MARBQ24AA3,CAP**2417AL*,25800,15700,,,10.5,15,No,7.561,,0.385,
5156591,SK,S0G,E,2025-02-01,2025,Single Detached,222.6,Two storeys,1958,B1;B2,1,2.4352,14839.5,14.84,39852.3,11070.2,126115.2,35032.3,11070.1,8369.5,0.0,0.0,0.0,207706560,Air,,16844.0,T,9.67,3.09,1.8,,,78.0,,,,Central split system,2.77,Boiler  with continuous pilot,Natural Gas,,,Yes,MOOVAIR,DMA30HOS20230E7,FMA30HIAHUU230X7,33000,21000,24000,1.80,8.9,16.2,Yes,9.671,7.034,0.652,0.474
5158328,SK,S7H,E,2025-02-01,2025,Single Detached,185.1,One storey,1957,B1;B2,1,3.9396,12433.0,12.433,27429.4,7619.3,88237.6,24510.6,7619.2,4879.5,0.0,0.0,0.0,213487207,Air,Central single package system,13300.2,T,7.33,3.38,2.0,7.8,16.1,80.0,0.0,0.0,ESTAR,Central single package system,2.93,Condensing furnace,Natural Gas,,,Yes,,,,,,,,,,,,,,
5174143,SK,S7M,E,2025-02-01,2025,Single Detached,165.7,One storey,1967,B1,1,3.4808,12360.7,12.361,18817.6,5227.2,104583.4,29051.2,5227.3,8887.6,0.0,0.0,0.0,213076383,Air,Central split system,5459.9,T,5.39,3.87,2.34,8.05,16.0,105.0,0.0,0.0,,Central split system,3.34,Condensing furnace,Natural Gas,,,Yes,CARRIER,38MURAQ18AB3*,CAP**2417AL*,18400,12400,19500,2.34,8.5,16,No,5.393,5.715,0.436,0.462
58465,SK,S7J,E,2025-02-01,2025,Single Detached,184.9,One storey,1965,B1;B2,1,3.4878,12130.7,12.131,11401.0,3167.0,92214.2,25615.3,3167.0,9401.2,0.0,0.0,0.0,214066875,Air,Central split system,7000.0,F,0.0,4.66,0.0,0.0,0.0,0.0,8.0,18.0,,Central split system,3.591,Condensing furnace,Natural Gas,,,Yes,RHEEM,RD17AZ36AJ3N,RCFZ3621MTANM,36000,31600,29800,1.90,8.1,18,Yes,10.551,8.734,0.87,0.72
5251818,SK,S7K,E,2025-01-01,2025,Single Detached,155.6,One storey,1930,B1,1,4.2549,10563.9,10.564,12647.8,3513.3,91599.8,25444.6,3513.4,9378.4,0.0,0.0,0.0,213076395,Air,,7854.3,T,7.85,4.352,2.12,,,94.0,,,ESTAR,Central split system,3.395,Condensing furnace,Natural Gas,Fireplace with pilot (unsealed),Natural Gas,Yes,CARRIER,38MURAQ24AB3*,CNPV*2417AL*,26800,19400,25400,2.12,8.5,16.5,No,7.854,7.444,0.744,0.705
5273111,SK,S7N,E,2025-05-01,2025,Single Detached,150.2,One and a half,1921,B1;C1;F1,1,6.7939,16562.1,16.562,19065.5,5296.0,136065.8,37796.4,5295.9,16827.1,0.0,0.0,0.0,211632198,Air,,10140.3,F,0.0,3.69,0.0,,,0.0,,,ESTAR,Central split system,3.591,Condensing furnace,Natural Gas,,,Yes,ARMSTRONG AIR,4SHP18LX136P,"EA(C,U)1P30B+TDR+TXV",23400,15500,14800,1.97,8.1,19,No,6.858,4.337,0.414,0.262
5311120,SK,S7K,E,2025-01-01,2025,Single Detached,364.4,One storey,1960,B1;C1;C2;F1;F2,1,2.2738,16601.7,16.602,31061.1,8628.2,100461.1,27906.1,8628.1,3843.9,0.0,0.0,0.0,213815732,Air,,20313.3,T,11.72,4.19,2.19,,,76.0,,,,Central split system,2.7,Condensing furnace,Natural Gas,Fireplace with spark ignit. (sealed),Natural Gas,Yes,DAIKIN,DZ6VSA421EA*,CA*EA6030*4A*+MBVK20DP1X00A*,40000,28000,30600,2.00,8.6,17,Yes,11.723,8.968,0.706,0.54
301246,SK,S7H,E,2025-03-01,2025,Single Detached,266.1,One storey,2000,B1,1,1.2995,10186.2,10.186,23585.6,6551.6,82767.1,22991.0,6551.7,2896.7,0.0,0.0,0.0,212633393,Air,Central split system,10172.8,T,9.5,3.02,1.8,7.0,15.2,74.0,0.0,0.0,,Central split system,2.79,Condensing furnace,Natural Gas,,,Yes,,,,,,,,,,,,,,
5341666,SK,S6V,E,2025-04-01,2025,Single Detached,171.4,Split entry/Raised base.,1976,B1;B2,1,3.1757,11142.5,11.142,23798.7,6610.8,93046.9,25846.6,6610.9,3865.9,0.0,0.0,0.0,213369385,Air,,9996.4,T,9.09,3.1,1.8,,,80.0,,,,Central split system,2.56,Condensing furnace,Natural Gas,Wood fireplace,Mixed Wood,Yes,MOOVAIR,DMA30HOS20230E7,CUB36HAC20BWT7A,31000,19600,22600,1.80,8.5,15.2,Yes,9.085,6.623,0.815,0.594
5349254,SK,S7H,E,2025-03-01,2025,Single Detached,187.0,One storey,1960,B1;B2,1,3.128,11344.5,11.344,16222.6,4506.3,89363.7,24823.4,4506.4,5300.0,0.0,0.0,0.0,214626166,Air,,10491.9,T,10.49,4.54,1.8,,,77.0,,,ESTAR,Central split system,3.912,Condensing furnace,Natural Gas,Wood fireplace,Mixed Wood,Yes,LENNOX,SL25XPV-036-230A**,CK40CT-48B-0*+TDR,35800,33400,27800,1.80,8.8,21.6,No,10.492,8.147,0.925,0.718
1971537,SK,S7S,E,2025-01-01,2025,Single Detached,208.8,One storey,1980,B1,1,1.7001,8660.4,8.66,16444.1,4567.8,76503.6,21251.2,4567.8,2188.1,0.0,0.0,0.0,206840753,Air,,8020.8,T,6.8,3.67,2.16,,,52.0,,,ESTAR,Central split system,3.82,Condensing furnace,Natural Gas,,,Yes,LENNOX,EL18XPV-024-230A**,C35-24B+TDR+TXV,23200,14800,11400,2.12,7.9,20.6,No,6.799,3.341,0.785,0.386
5375490,SK,S4A,E,2025-05-01,2025,Single Detached,342.3,One storey,1972,B1;B2;C1;C2;C3;F1,1,3.9662,7169.1,7.169,25815.7,7171.1,103180.2,28661.4,7171.2,9148.1,0.0,0.0,0.0,212361759,Air,,12806.3,T,7.33,2.97,1.95,,,80.0,,,,Central split system,3.2,Condensing furnace,Natural Gas,Wood fireplace,Mixed Wood,Yes,MOOVAIR,DMA24HOS20230E7,CUB24HAC20BWT7A,25000,21000,20000,1.95,9.5,16.5,Yes,7.327,5.861,1.022,0.818
5384202,SK,S0K,E,2025-02-01,2025,Single Detached,450.4,One storey,1998,B1,1,2.0847,13179.9,13.18,14325.8,3979.4,107220.4,29783.7,3979.5,10143.1,0.0,0.0,0.0,214626171,Air,,10433.3,F,0.0,3.656,0.0,,,0.0,,,ESTAR,Central split system,3.866,Condensing furnace,Natural Gas,Fireplace with pilot (unsealed),Natural Gas,Yes,LENNOX,SL25XPV-036-230A**,CK40CT-48C-0*+TDR,35600,33200,27400,1.82,8.8,21.2,No,10.433,8.03,0.792,0.609
5398444,SK,S0G,E,2025-01-01,2025,Single Detached,323.2,One storey,2010,B1;C1;F1;P1,1,2.7964,23801.2,23.801,52255.0,14515.4,136471.0,37908.9,14515.4,9008.4,0.0,0.0,0.0,212396767,Air,,19792.6,T,9.5,3.02,1.83,,,92.0,,,,Central split system,2.85,Condensing heater,Natural Gas,Fireplace with spark ignit. (sealed),Natural Gas,Yes,,,,,,,,,,,,,,
5396837,SK,S4H,E,2024-11-01,2024,Single Detached,259.7,Split level,1984,B1;P1,1,3.8877,14059.1,14.059,22647.8,6291.1,97430.2,27064.2,6291.2,5650.0,0.0,0.0,0.0,212976107,Air,,9696.0,T,7.56,3.47,2.0,,,93.0,,,,Central split system,2.9,Condensing furnace,Natural Gas,,,Yes,TEMPSTAR,DLCURAH24ABK,"EN(A,D)4X30L17**",25800,18900,24200,2.00,8.1,16.5,No,7.561,7.092,0.538,0.504
5408353,SK,S0K,E,2025-04-01,2025,Single Detached,225.1,One storey,1960,B1,1,2.9836,14404.1,14.404,51411.4,14281.1,97407.6,27057.9,14280.9,0.0,0.0,0.0,0.0,212361759,Air,,13141.9,T,7.33,3.35,1.95,,,80.0,,,,Central split system,3.2,Electric furnace,Electricity,Wood fireplace,Mixed Wood,Yes,MOOVAIR,DMA24HOS20230E7,CUB24HAC20BWT7A,25000,21000,20000,1.95,9.5,16.5,Yes,7.327,5.861,0.509,0.407
5413923,SK,S0A,E,2025-01-01,2025,Single Detached,300.4,One storey,2014,B1,1,0.9175,9178.8,9.179,12226.4,3396.2,95802.5,26612.0,3396.1,9863.1,0.0,0.0,0.0,212928556,Air,,20934.7,T,11.14,3.03,1.85,,,83.0,,,,Central single package system,2.34,Condensing furnace,Natural Gas,,,Yes,MOOVAIR,DMA36HOS20230E7,CUB36HAC20BWT7A,38000,27400,31600,1.85,8.6,15.5,Yes,11.137,9.261,1.213,1.009
5413936,SK,S7H,E,2025-03-01,2025,Single Detached,195.7,Two storeys,1950,B1;B2,1,4.5725,16316.8,16.317,23149.7,6430.5,147261.5,40906.3,6430.6,19310.2,0.0,0.0,0.0,207349915,Air,,11449.7,T,7.33,3.07,1.83,,,70.0,,,ESTAR,Mini-split ductless,3.54,Boiler  with spark ignition,Natural Gas,,,Yes,SAMSUNG,AJ024BXJ3CH,,22000,14600,16500,1.77,8.8,19.5,No,6.448,4.836,0.395,0.296
720330,SK,S7H,E,2025-05-01,2025,Single Detached,189.7,Split level,1975,B1;B2,1,5.2314,18371.8,18.372,27771.8,7714.5,135662.4,37684.3,7714.5,14344.6,0.0,0.0,0.0,211713197,Air,,9734.7,T,9.67,3.45,1.84,,,79.0,,,,Central split system,2.88,Condensing furnace,Natural Gas,Wood fireplace,Mixed Wood,Yes,CARRIER,38MURAQ30AB3*,CAP**4321AL*,33000,23000,26200,1.84,8.1,15.2,No,9.671,7.678,0.526,0.418
5411707,SK,S7H,E,2025-04-01,2025,Single Detached,165.5,One storey,1950,B1,1,4.026,11275.7,11.276,11801.6,3278.2,85080.7,23633.7,3278.4,4765.0,0.0,0.0,0.0,2129285561,Air,Central split system,12500.0,F,0.0,5.388,0.0,0.0,0.0,0.0,9.5,14.8,ESTAR,Central split system,3.206,Condensing furnace,Natural Gas,,,Yes,,,,,,,,,,,,,,
5432783,SK,S6V,E,2025-04-01,2025,Single Detached,112.4,One and a half,1946,B1;C1;F1,1,9.3756,13622.5,13.622,9030.3,2508.4,110778.6,30772.1,2508.4,13022.3,0.0,0.0,0.0,215383235,Air,Central split system,5656.3,F,0.0,4.515,0.0,0.0,0.0,0.0,7.7,14.5,ESTAR,Central split system,3.17,Condensing furnace,Natural Gas,,,Yes,RUNTRU,A4HP4018D1,AE*S+CM24B34+TDR,19300,14300,15300,2.74,7.7,14.5,No,5.656,4.484,0.415,0.329
5433948,SK,S7J,E,2025-05-01,2025,Single Detached,89.0,One storey,1944,B1,1,5.3021,8889.6,8.89,9061.9,2517.2,84069.4,23352.8,2517.2,5527.0,0.0,0.0,0.0,213194342,Air,Central split system,5275.3,F,0.0,3.826,0.0,0.0,0.0,0.0,6.28,16.4,ESTAR,Central split system,3.399,Condensing furnace,Natural Gas,,,Yes,LENNOX,ML17XP1-018-230A**,CH35-24B+TDR+TXV,18000,11200,8400,2.06,8.1,16.4,No,5.275,2.462,0.593,0.277
